Transaction_ID,Date,Branch,City,Customer_ID,Customer_Type,Gender,Age,Product,Category,Quantity,Unit_Price,Discount,Payment_Method,Customer_Rating,Cost,Sales,Profit
TXN-10327,2023-04-16 17:00:00,Branch C,Chicago,CUST-1918,Normal,Male,44,Desk Lamp,Home & Garden,3,35,0.02,Cash,4.8,15,102.9,57.9
TXN-10328,2023-09-24 15:00:00,Branch B,Los Angeles,CUST-1606,Member,Female,47,Laptop,Electronics,2,800,0.1,Credit Card,4.8,600,1440.0,240.0
TXN-10329,2023-10-18 09:00:00,Branch C,Chicago,CUST-1820,Normal,Female,60,Jeans,Clothing,5,50,0.0,Credit Card,3.6,20,250.0,150.0
TXN-10330,2023-07-21 20:00:00,Branch A,New York,CUST-1139,Member,Female,38,Headphones,Electronics,5,100,0.07,E-Wallet,5.0,50,465.0,215.0
TXN-10331,2023-10-27 10:00:00,Branch A,New York,CUST-1548,Normal,Male,24,Jeans,Clothing,8,50,0.0,Credit Card,3.8,20,400.0,240.0
TXN-10332,2023-07-03 12:00:00,Branch C,Chicago,CUST-1311,Normal,Female,37,Plant Pot,Home & Garden,2,15,0.0,E-Wallet,4.6,5,30.0,20.0
TXN-10333,2023-12-27 20:00:00,Branch C,Chicago,CUST-1525,Normal,Male,31,Milk,Groceries,14,3,0.0,Credit Card,3.7,2,42.0,14.0
TXN-10334,2023-01-26 19:00:00,Branch B,Los Angeles,CUST-1104,Normal,Female,34,Jeans,Clothing,1,50,0.05,Credit Card,2.2,20,47.5,27.5
TXN-10335,2023-03-13 10:00:00,Branch B,Los Angeles,CUST-1086,Normal,Male,21,Jeans,Clothing,3,50,0.0,Credit Card,3.9,20,150.0,90.0
TXN-10336,2023-10-26 18:00:00,Branch C,Chicago,CUST-1131,Member,Female,22,Laptop,Electronics,4,800,0.14,E-Wallet,4.4,600,2752.0,352.0
TXN-10337,2023-02-17 14:00:00,Branch A,New York,CUST-1841,Normal,Male,20,Sneakers,Clothing,1,80,0.0,Credit Card,4.1,30,80.0,50.0
TXN-10338,2023-07-22 16:00:00,Branch C,Chicago,CUST-1286,Normal,Male,42,Office Chair,Home & Garden,6,120,0.0,Credit Card,3.4,60,720.0,360.0
TXN-10339,2023-08-17 11:00:00,Branch B,Los Angeles,CUST-1089,Member,Male,57,Jeans,Clothing,5,50,0.1,E-Wallet,5.0,20,225.0,125.0
TXN-10340,2023-05-24 15:00:00,Branch A,New York,CUST-1813,Normal,Male,44,Smartphone,Electronics,4,600,0.0,Credit Card,4.6,400,2400.0,800.0
TXN-10341,2023-01-10 15:00:00,Branch C,Chicago,CUST-1326,Normal,Female,48,Plant Pot,Home & Garden,6,15,0.0,Credit Card,3.4,5,90.0,60.0
TXN-10342,2023-11-02 12:00:00,Branch A,New York,CUST-1238,Member,Male,35,T-Shirt,Clothing,8,25,0.1,Credit Card,5.0,10,180.0,100.0
TXN-10343,2023-03-23 10:00:00,Branch C,Chicago,CUST-1816,Normal,Male,60,Jacket,Clothing,1,100,0.05,Credit Card,4.2,40,95.0,55.0
TXN-10344,2023-07-18 14:00:00,Branch B,Los Angeles,CUST-1717,Normal,Male,29,Jeans,Clothing,6,50,0.04,Cash,4.8,20,288.0,168.0
TXN-10345,2023-06-30 18:00:00,Branch A,New York,CUST-1092,Normal,Male,54,Milk,Groceries,11,3,0.0,Credit Card,4.0,2,33.0,11.0
TXN-10346,2023-01-29 12:00:00,Branch C,Chicago,CUST-1734,Normal,Male,19,Desk Lamp,Home & Garden,6,35,0.03,Credit Card,3.3,15,203.7,113.7
TXN-10347,2023-04-01 14:00:00,Branch C,Chicago,CUST-1983,Member,Male,19,Jeans,Clothing,2,50,0.13,Cash,5.0,20,87.0,47.0
TXN-10348,2023-02-07 14:00:00,Branch A,New York,CUST-1161,Member,Female,55,T-Shirt,Clothing,6,25,0.08,E-Wallet,3.8,10,138.0,78.0
TXN-10349,2023-08-12 19:00:00,Branch A,New York,CUST-1910,Member,Female,59,Jacket,Clothing,3,100,0.12,E-Wallet,4.6,40,264.0,144.0
TXN-10350,2023-11-11 14:00:00,Branch A,New York,CUST-1130,Normal,Male,60,Smartphone,Electronics,7,600,0.0,E-Wallet,4.4,400,4200.0,1400.0
TXN-10351,2023-04-01 20:00:00,Branch C,Chicago,CUST-1990,Member,Male,62,Desk Lamp,Home & Garden,3,35,0.11,E-Wallet,5.0,15,93.45,48.45
TXN-10352,2023-11-10 12:00:00,Branch B,Los Angeles,CUST-1906,Normal,Male,49,Jeans,Clothing,6,50,0.03,Credit Card,5.0,20,291.0,171.0
TXN-10353,2023-02-15 20:00:00,Branch B,Los Angeles,CUST-1805,Normal,Female,46,T-Shirt,Clothing,5,25,0.0,Cash,4.4,10,125.0,75.0
TXN-10354,2023-02-25 20:00:00,Branch A,New York,CUST-1504,Normal,Male,21,Headphones,Electronics,8,100,0.05,E-Wallet,4.8,50,760.0,360.0
TXN-10355,2023-07-13 14:00:00,Branch A,New York,CUST-1866,Normal,Female,24,Sneakers,Clothing,4,80,0.0,E-Wallet,3.1,30,320.0,200.0
TXN-10356,2023-01-18 13:00:00,Branch A,New York,CUST-1384,Normal,Male,38,Plant Pot,Home & Garden,2,15,0.0,E-Wallet,3.3,5,30.0,20.0
TXN-10357,2023-03-24 20:00:00,Branch B,Los Angeles,CUST-1669,Normal,Male,53,Organic Apples,Groceries,12,5,0.05,E-Wallet,4.4,3,57.0,21.0
TXN-10358,2023-03-26 18:00:00,Branch B,Los Angeles,CUST-1567,Member,Female,28,Desk Lamp,Home & Garden,2,35,0.08,Credit Card,5.0,15,64.4,34.4
TXN-10359,2023-10-04 13:00:00,Branch B,Los Angeles,CUST-1055,Member,Female,37,Milk,Groceries,3,3,0.09,Credit Card,4.6,2,8.19,2.19
TXN-10360,2023-07-04 09:00:00,Branch B,Los Angeles,CUST-1484,Member,Female,23,Bread,Groceries,6,4,0.06,E-Wallet,4.5,2,22.56,10.56
TXN-10361,2023-03-01 13:00:00,Branch A,New York,CUST-1189,Normal,Female,48,Sneakers,Clothing,5,80,0.0,E-Wallet,4.1,30,400.0,250.0
TXN-10362,2023-07-09 15:00:00,Branch C,Chicago,CUST-1857,Normal,Female,29,Desk Lamp,Home & Garden,5,35,0.0,Credit Card,3.5,15,175.0,100.0
TXN-10363,2023-05-18 18:00:00,Branch C,Chicago,CUST-1232,Normal,Male,27,Laptop,Electronics,6,800,0.03,Credit Card,4.5,600,4656.0,1056.0
TXN-10364,2023-10-11 09:00:00,Branch C,Chicago,CUST-1924,Normal,Female,51,Tool Set,Home & Garden,4,85,0.0,Credit Card,3.2,40,340.0,180.0
TXN-10365,2023-01-18 17:00:00,Branch A,New York,CUST-1197,Normal,Male,25,Headphones,Electronics,3,100,0.03,Credit Card,3.4,50,291.0,141.0
TXN-10366,2023-03-06 09:00:00,Branch A,New York,CUST-1854,Member,Female,23,Headphones,Electronics,4,100,0.15,Credit Card,4.8,50,340.0,140.0
TXN-10367,2023-11-01 13:00:00,Branch B,Los Angeles,CUST-1282,Member,Female,64,T-Shirt,Clothing,2,25,0.09,Credit Card,4.3,10,45.5,25.5
TXN-10368,2023-09-24 16:00:00,Branch A,New York,CUST-1602,Member,Male,62,Headphones,Electronics,2,100,0.09,Credit Card,3.8,50,182.0,82.0
TXN-10369,2023-10-26 10:00:00,Branch B,Los Angeles,CUST-1670,Normal,Male,54,T-Shirt,Clothing,5,25,0.05,Credit Card,4.8,10,118.75,68.75
TXN-10370,2023-09-06 18:00:00,Branch C,Chicago,CUST-1710,Normal,Female,20,Jacket,Clothing,7,100,0.0,Credit Card,4.2,40,700.0,420.0
TXN-10371,2023-07-25 09:00:00,Branch A,New York,CUST-1918,Member,Female,39,Smartphone,Electronics,1,600,0.12,Credit Card,5.0,400,528.0,128.0
TXN-10372,2023-07-10 09:00:00,Branch B,Los Angeles,CUST-1307,Normal,Female,37,Plant Pot,Home & Garden,5,15,0.05,Credit Card,2.5,5,71.25,46.25
TXN-10373,2023-08-15 14:00:00,Branch C,Chicago,CUST-1416,Member,Female,64,Desk Lamp,Home & Garden,4,35,0.09,Cash,5.0,15,127.4,67.4
TXN-10374,2023-09-06 17:00:00,Branch A,New York,CUST-1138,Normal,Female,21,Office Chair,Home & Garden,2,120,0.0,Credit Card,4.0,60,240.0,120.0
TXN-10375,2023-09-26 18:00:00,Branch C,Chicago,CUST-1940,Member,Male,29,Jeans,Clothing,1,50,0.07,E-Wallet,4.4,20,46.5,26.5
TXN-10376,2023-07-04 20:00:00,Branch A,New York,CUST-1126,Member,Male,35,Jacket,Clothing,8,100,0.1,Credit Card,4.8,40,720.0,400.0
TXN-10377,2023-12-15 09:00:00,Branch A,New York,CUST-1600,Normal,Male,41,Sneakers,Clothing,8,80,0.0,Credit Card,4.7,30,640.0,400.0
TXN-10378,2023-10-10 14:00:00,Branch C,Chicago,CUST-1585,Member,Female,28,Organic Apples,Groceries,3,5,0.09,Credit Card,3.8,3,13.65,4.65
TXN-10379,2023-04-20 12:00:00,Branch A,New York,CUST-1799,Member,Male,61,Milk,Groceries,13,3,0.09,Cash,3.5,2,35.49,9.49
TXN-10380,2023-12-16 09:00:00,Branch B,Los Angeles,CUST-1726,Normal,Female,26,Jeans,Clothing,1,50,0.0,Credit Card,3.4,20,50.0,30.0
TXN-10381,2023-11-26 13:00:00,Branch A,New York,CUST-1693,Normal,Female,42,Jacket,Clothing,8,100,0.0,Credit Card,3.9,40,800.0,480.0
TXN-10382,2023-09-24 18:00:00,Branch A,New York,CUST-1863,Normal,Female,55,Desk Lamp,Home & Garden,1,35,0.0,Credit Card,4.3,15,35.0,20.0
TXN-10383,2023-07-11 17:00:00,Branch C,Chicago,CUST-1332,Normal,Female,37,Headphones,Electronics,2,100,0.0,Credit Card,3.6,50,200.0,100.0
TXN-10384,2023-05-22 13:00:00,Branch A,New York,CUST-1614,Normal,Female,30,Jeans,Clothing,4,50,0.04,E-Wallet,4.6,20,192.0,112.0
TXN-10385,2023-07-26 19:00:00,Branch C,Chicago,CUST-1428,Member,Female,61,T-Shirt,Clothing,8,25,0.15,Credit Card,4.0,10,170.0,90.0
TXN-10386,2023-07-27 15:00:00,Branch C,Chicago,CUST-1487,Member,Male,55,Jacket,Clothing,4,100,0.12,E-Wallet,4.8,40,352.0,192.0
TXN-10387,2023-12-10 14:00:00,Branch A,New York,CUST-1264,Normal,Female,28,Smartphone,Electronics,5,600,0.0,Credit Card,3.3,400,3000.0,1000.0
TXN-10388,2023-10-14 11:00:00,Branch B,Los Angeles,CUST-1908,Member,Female,59,Organic Apples,Groceries,8,5,0.07,E-Wallet,5.0,3,37.2,13.2
TXN-10389,2023-06-19 14:00:00,Branch A,New York,CUST-1887,Member,Female,55,Tablet,Electronics,8,300,0.14,Credit Card,4.4,200,2064.0,464.0
TXN-10390,2023-11-21 18:00:00,Branch B,Los Angeles,CUST-1055,Member,Male,48,Jeans,Clothing,2,50,0.14,Credit Card,4.3,20,86.0,46.0
TXN-10391,2023-03-19 11:00:00,Branch B,Los Angeles,CUST-1082,Normal,Male,39,Sneakers,Clothing,8,80,0.0,Credit Card,4.7,30,640.0,400.0
TXN-10392,2023-09-07 14:00:00,Branch A,New York,CUST-1172,Normal,Male,38,Organic Apples,Groceries,10,5,0.0,E-Wallet,4.5,3,50.0,20.0
TXN-10393,2023-10-23 11:00:00,Branch A,New York,CUST-1488,Member,Female,23,Milk,Groceries,13,3,0.09,Credit Card,4.4,2,35.49,9.49
TXN-10394,2023-07-16 09:00:00,Branch A,New York,CUST-1775,Member,Male,52,Smartphone,Electronics,6,600,0.15,Credit Card,5.0,400,3060.0,660.0
TXN-10395,2023-09-29 12:00:00,Branch A,New York,CUST-1319,Member,Male,61,Laptop,Electronics,4,800,0.07,Credit Card,5.0,600,2976.0,576.0
TXN-10396,2023-03-08 10:00:00,Branch A,New York,CUST-1971,Normal,Female,50,Tablet,Electronics,3,300,0.0,E-Wallet,3.1,200,900.0,300.0
TXN-10397,2023-05-29 16:00:00,Branch B,Los Angeles,CUST-1928,Normal,Female,45,Jeans,Clothing,6,50,0.03,Credit Card,4.5,20,291.0,171.0
TXN-10398,2023-07-26 09:00:00,Branch B,Los Angeles,CUST-1728,Normal,Male,32,Milk,Groceries,14,3,0.0,Credit Card,4.0,2,42.0,14.0
TXN-10399,2023-11-30 09:00:00,Branch C,Chicago,CUST-1049,Normal,Female,58,Organic Apples,Groceries,13,5,0.0,Cash,4.7,3,65.0,26.0
TXN-10400,2023-12-20 10:00:00,Branch B,Los Angeles,CUST-1711,Normal,Female,46,Sneakers,Clothing,2,80,0.0,Credit Card,3.9,30,160.0,100.0
TXN-10401,2023-12-18 19:00:00,Branch A,New York,CUST-1620,Normal,Male,37,Headphones,Electronics,2,100,0.0,Credit Card,3.5,50,200.0,100.0
TXN-10402,2023-12-25 11:00:00,Branch C,Chicago,CUST-1623,Member,Female,24,Tablet,Electronics,2,300,0.13,Credit Card,4.5,200,522.0,122.0
TXN-10403,2023-04-13 13:00:00,Branch C,Chicago,CUST-1212,Member,Male,40,Plant Pot,Home & Garden,3,15,0.05,Credit Card,4.5,5,42.75,27.75
TXN-10404,2023-12-19 16:00:00,Branch A,New York,CUST-1855,Normal,Female,33,Desk Lamp,Home & Garden,1,35,0.0,Credit Card,4.8,15,35.0,20.0
TXN-10405,2023-10-21 19:00:00,Branch C,Chicago,CUST-2000,Normal,Female,27,Laptop,Electronics,2,800,0.04,Credit Card,3.9,600,1536.0,336.0
TXN-10406,2023-06-01 13:00:00,Branch C,Chicago,CUST-1693,Member,Female,21,Smartphone,Electronics,1,600,0.14,Credit Card,4.2,400,516.0,116.0
TXN-10407,2023-06-10 15:00:00,Branch C,Chicago,CUST-1366,Member,Male,24,Laptop,Electronics,3,800,0.12,Credit Card,3.8,600,2112.0,312.0
TXN-10408,2023-08-13 18:00:00,Branch A,New York,CUST-1410,Member,Female,64,Desk Lamp,Home & Garden,6,35,0.13,Credit Card,3.9,15,182.7,92.7
TXN-10409,2023-07-24 16:00:00,Branch A,New York,CUST-1115,Member,Female,42,Sneakers,Clothing,7,80,0.11,Credit Card,5.0,30,498.4,288.4
TXN-10410,2023-03-09 20:00:00,Branch C,Chicago,CUST-1388,Normal,Male,28,Headphones,Electronics,8,100,0.04,E-Wallet,3.4,50,768.0,368.0
TXN-10411,2023-07-03 18:00:00,Branch A,New York,CUST-1047,Normal,Male,61,Smartphone,Electronics,8,600,0.02,Credit Card,3.8,400,4704.0,1504.0
TXN-10412,2023-02-02 13:00:00,Branch C,Chicago,CUST-1493,Normal,Female,18,Jacket,Clothing,2,100,0.0,E-Wallet,4.5,40,200.0,120.0
TXN-10413,2023-06-27 19:00:00,Branch C,Chicago,CUST-1507,Member,Female,27,Laptop,Electronics,3,800,0.1,Credit Card,4.4,600,2160.0,360.0
TXN-10414,2023-03-26 10:00:00,Branch A,New York,CUST-1658,Normal,Female,38,Smartphone,Electronics,6,600,0.02,Credit Card,3.4,400,3528.0,1128.0
TXN-10415,2023-07-13 15:00:00,Branch C,Chicago,CUST-1323,Member,Male,23,Tool Set,Home & Garden,8,85,0.06,E-Wallet,4.5,40,639.2,319.2
TXN-10416,2023-03-02 16:00:00,Branch B,Los Angeles,CUST-1618,Normal,Male,24,Coffee Beans,Groceries,3,15,0.0,Cash,3.0,8,45.0,21.0
TXN-10417,2023-11-13 19:00:00,Branch B,Los Angeles,CUST-1228,Member,Female,50,Jeans,Clothing,8,50,0.15,Credit Card,4.2,20,340.0,180.0
TXN-10418,2023-08-21 14:00:00,Branch A,New York,CUST-1227,Member,Female,63,Tablet,Electronics,8,300,0.06,Credit Card,5.0,200,2256.0,656.0
TXN-10419,2023-01-02 14:00:00,Branch C,Chicago,CUST-1760,Normal,Female,58,Bread,Groceries,3,4,0.03,Credit Card,4.6,2,11.64,5.64
TXN-10420,2023-07-29 10:00:00,Branch B,Los Angeles,CUST-1844,Normal,Female,57,Jeans,Clothing,4,50,0.0,Credit Card,4.7,20,200.0,120.0
TXN-10421,2023-04-08 20:00:00,Branch A,New York,CUST-1461,Normal,Female,24,Coffee Beans,Groceries,13,15,0.04,Cash,4.5,8,187.2,83.2
TXN-10422,2023-08-23 19:00:00,Branch A,New York,CUST-1599,Normal,Male,49,T-Shirt,Clothing,1,25,0.0,Cash,3.9,10,25.0,15.0
TXN-10423,2023-09-05 17:00:00,Branch C,Chicago,CUST-1903,Member,Male,62,Jeans,Clothing,2,50,0.09,Credit Card,4.7,20,91.0,51.0
TXN-10424,2023-06-14 17:00:00,Branch C,Chicago,CUST-1463,Member,Female,44,Jacket,Clothing,7,100,0.15,Credit Card,5.0,40,595.0,315.0
TXN-10425,2023-03-10 11:00:00,Branch A,New York,CUST-1222,Member,Female,56,Bread,Groceries,14,4,0.12,Cash,4.6,2,49.28,21.28
TXN-10426,2023-04-13 12:00:00,Branch B,Los Angeles,CUST-1330,Normal,Female,61,Plant Pot,Home & Garden,3,15,0.04,Credit Card,3.4,5,43.2,28.2
TXN-10427,2023-12-30 10:00:00,Branch A,New York,CUST-1546,Normal,Female,53,Sneakers,Clothing,7,80,0.0,Credit Card,4.8,30,560.0,350.0
TXN-10428,2023-05-27 15:00:00,Branch C,Chicago,CUST-1204,Normal,Male,51,Laptop,Electronics,7,800,0.0,Credit Card,4.3,600,5600.0,1400.0
TXN-10429,2023-05-17 11:00:00,Branch A,New York,CUST-1771,Normal,Female,61,Bread,Groceries,3,4,0.0,Credit Card,3.6,2,12.0,6.0
TXN-10430,2023-10-05 09:00:00,Branch A,New York,CUST-1803,Normal,Female,46,T-Shirt,Clothing,4,25,0.04,Cash,3.5,10,96.0,56.0
TXN-10431,2023-12-23 13:00:00,Branch A,New York,CUST-1565,Normal,Male,42,Headphones,Electronics,7,100,0.05,Credit Card,3.6,50,665.0,315.0
TXN-10432,2023-01-28 09:00:00,Branch A,New York,CUST-1663,Member,Female,30,Tool Set,Home & Garden,4,85,0.14,E-Wallet,4.9,40,292.4,132.4
TXN-10433,2023-07-08 18:00:00,Branch C,Chicago,CUST-1191,Normal,Male,64,Jacket,Clothing,8,100,0.0,Credit Card,4.4,40,800.0,480.0
TXN-10434,2023-03-30 20:00:00,Branch B,Los Angeles,CUST-1866,Normal,Male,42,Laptop,Electronics,7,800,0.0,Credit Card,3.5,600,5600.0,1400.0
TXN-10435,2023-05-11 09:00:00,Branch A,New York,CUST-1052,Normal,Female,47,Jeans,Clothing,1,50,0.0,Credit Card,3.6,20,50.0,30.0
TXN-10436,2023-11-17 18:00:00,Branch A,New York,CUST-1533,Normal,Female,49,Bread,Groceries,15,4,0.04,E-Wallet,4.9,2,57.6,27.6
TXN-10437,2023-02-04 17:00:00,Branch C,Chicago,CUST-1339,Normal,Male,44,Desk Lamp,Home & Garden,6,35,0.0,Credit Card,3.4,15,210.0,120.0
TXN-10438,2023-06-19 14:00:00,Branch B,Los Angeles,CUST-1657,Normal,Female,31,Sneakers,Clothing,1,80,0.0,E-Wallet,3.7,30,80.0,50.0
TXN-10439,2023-11-11 18:00:00,Branch A,New York,CUST-1553,Normal,Male,20,Jacket,Clothing,7,100,0.05,Credit Card,3.8,40,665.0,385.0
TXN-10440,2023-05-25 09:00:00,Branch C,Chicago,CUST-1328,Normal,Female,50,Tool Set,Home & Garden,1,85,0.0,Credit Card,4.3,40,85.0,45.0
TXN-10441,2023-09-21 10:00:00,Branch A,New York,CUST-1218,Normal,Male,28,Laptop,Electronics,2,800,0.0,Credit Card,4.3,600,1600.0,400.0
TXN-10442,2023-12-17 15:00:00,Branch B,Los Angeles,CUST-1339,Member,Male,31,Headphones,Electronics,2,100,0.12,Credit Card,3.8,50,176.0,76.0
TXN-10443,2023-01-20 10:00:00,Branch A,New York,CUST-1233,Member,Male,21,Smartphone,Electronics,5,600,0.11,Credit Card,4.6,400,2670.0,670.0
TXN-10444,2023-05-13 15:00:00,Branch A,New York,CUST-1121,Member,Female,46,Headphones,Electronics,7,100,0.08,Credit Card,4.3,50,644.0,294.0
TXN-10445,2023-10-01 09:00:00,Branch A,New York,CUST-1296,Member,Male,65,Laptop,Electronics,2,800,0.09,Credit Card,4.5,600,1456.0,256.0
TXN-10446,2023-12-18 13:00:00,Branch A,New York,CUST-1485,Member,Male,36,Headphones,Electronics,7,100,0.09,Credit Card,4.8,50,637.0,287.0
TXN-10447,2023-03-22 17:00:00,Branch C,Chicago,CUST-1988,Normal,Male,26,Plant Pot,Home & Garden,3,15,0.0,Credit Card,4.8,5,45.0,30.0
TXN-10448,2023-11-28 14:00:00,Branch A,New York,CUST-1550,Member,Male,53,Milk,Groceries,3,3,0.05,Credit Card,4.7,2,8.55,2.55
TXN-10449,2023-10-08 10:00:00,Branch B,Los Angeles,CUST-1226,Normal,Female,31,Tablet,Electronics,4,300,0.0,Credit Card,2.3,200,1200.0,400.0
TXN-10450,2023-11-12 13:00:00,Branch A,New York,CUST-1562,Normal,Male,25,Milk,Groceries,15,3,0.05,Credit Card,3.9,2,42.75,12.75
TXN-10451,2023-02-07 13:00:00,Branch C,Chicago,CUST-1240,Normal,Male,34,Smartphone,Electronics,8,600,0.03,Credit Card,4.3,400,4656.0,1456.0
TXN-10452,2023-02-21 13:00:00,Branch A,New York,CUST-1313,Normal,Male,30,Tablet,Electronics,8,300,0.0,Credit Card,4.2,200,2400.0,800.0
TXN-10453,2023-12-22 18:00:00,Branch A,New York,CUST-1804,Normal,Male,54,Plant Pot,Home & Garden,6,15,0.03,Credit Card,3.6,5,87.3,57.3
TXN-10454,2023-04-24 20:00:00,Branch A,New York,CUST-1491,Member,Female,35,Plant Pot,Home & Garden,3,15,0.12,Credit Card,4.2,5,39.6,24.6
TXN-10455,2023-08-25 16:00:00,Branch A,New York,CUST-1861,Normal,Female,37,Tool Set,Home & Garden,2,85,0.0,E-Wallet,4.2,40,170.0,90.0
TXN-10456,2023-05-24 11:00:00,Branch C,Chicago,CUST-1832,Member,Male,34,Laptop,Electronics,1,800,0.13,Credit Card,4.8,600,696.0,96.0
TXN-10457,2023-10-25 18:00:00,Branch C,Chicago,CUST-1483,Normal,Female,55,T-Shirt,Clothing,5,25,0.0,Credit Card,5.0,10,125.0,75.0
TXN-10458,2023-12-01 11:00:00,Branch B,Los Angeles,CUST-1372,Member,Female,43,Jeans,Clothing,5,50,0.06,E-Wallet,4.5,20,235.0,135.0
TXN-10459,2023-09-15 09:00:00,Branch C,Chicago,CUST-1579,Member,Male,57,Jeans,Clothing,8,50,0.07,Cash,4.6,20,372.0,212.0
TXN-10460,2023-12-04 11:00:00,Branch A,New York,CUST-1239,Normal,Female,40,Desk Lamp,Home & Garden,4,35,0.03,Credit Card,3.5,15,135.8,75.8
TXN-10461,2023-01-22 19:00:00,Branch B,Los Angeles,CUST-1991,Normal,Male,51,Bread,Groceries,10,4,0.05,Credit Card,2.2,2,38.0,18.0
TXN-10462,2023-09-24 19:00:00,Branch B,Los Angeles,CUST-1079,Normal,Female,65,Jacket,Clothing,3,100,0.0,Credit Card,3.8,40,300.0,180.0
TXN-10463,2023-09-22 13:00:00,Branch B,Los Angeles,CUST-1142,Normal,Female,32,Coffee Beans,Groceries,8,15,0.0,Credit Card,3.0,8,120.0,56.0
TXN-10464,2023-08-14 11:00:00,Branch A,New York,CUST-1616,Normal,Male,22,Tablet,Electronics,4,300,0.0,Credit Card,3.3,200,1200.0,400.0
TXN-10465,2023-03-02 19:00:00,Branch C,Chicago,CUST-1165,Member,Male,44,Organic Apples,Groceries,13,5,0.1,Credit Card,3.9,3,58.5,19.5
TXN-10466,2023-11-28 15:00:00,Branch C,Chicago,CUST-1912,Member,Male,33,Smartphone,Electronics,3,600,0.06,Credit Card,4.5,400,1692.0,492.0
TXN-10467,2023-10-21 11:00:00,Branch B,Los Angeles,CUST-1899,Member,Male,28,Jacket,Clothing,3,100,0.1,Credit Card,3.8,40,270.0,150.0
TXN-10468,2023-12-05 13:00:00,Branch B,Los Angeles,CUST-1840,Member,Male,31,Coffee Beans,Groceries,10,15,0.07,Cash,4.1,8,139.5,59.5
TXN-10469,2023-04-04 18:00:00,Branch C,Chicago,CUST-1016,Member,Female,28,Coffee Beans,Groceries,6,15,0.09,E-Wallet,3.8,8,81.9,33.9
TXN-10470,2023-04-14 17:00:00,Branch A,New York,CUST-1039,Member,Female,27,Laptop,Electronics,3,800,0.1,E-Wallet,4.7,600,2160.0,360.0
TXN-10471,2023-09-30 17:00:00,Branch C,Chicago,CUST-1664,Member,Male,23,Office Chair,Home & Garden,1,120,0.14,Credit Card,5.0,60,103.2,43.2
TXN-10472,2023-08-09 17:00:00,Branch C,Chicago,CUST-1358,Normal,Female,41,Headphones,Electronics,4,100,0.03,Credit Card,4.5,50,388.0,188.0
TXN-10473,2023-10-29 20:00:00,Branch A,New York,CUST-1612,Normal,Male,45,Milk,Groceries,10,3,0.05,Cash,3.2,2,28.5,8.5
TXN-10474,2023-10-06 15:00:00,Branch B,Los Angeles,CUST-1210,Member,Female,30,Organic Apples,Groceries,12,5,0.1,Cash,4.5,3,54.0,18.0
TXN-10475,2023-12-19 14:00:00,Branch B,Los Angeles,CUST-1374,Normal,Female,41,Organic Apples,Groceries,9,5,0.0,Cash,2.8,3,45.0,18.0
TXN-10476,2023-11-10 13:00:00,Branch B,Los Angeles,CUST-1314,Normal,Female,31,Sneakers,Clothing,8,80,0.0,Credit Card,4.1,30,640.0,400.0
TXN-10477,2023-10-23 14:00:00,Branch C,Chicago,CUST-1165,Member,Female,65,T-Shirt,Clothing,4,25,0.09,E-Wallet,4.9,10,91.0,51.0
TXN-10478,2023-02-21 12:00:00,Branch B,Los Angeles,CUST-1482,Member,Female,39,Laptop,Electronics,3,800,0.09,Credit Card,4.1,600,2184.0,384.0
TXN-10479,2023-11-04 15:00:00,Branch C,Chicago,CUST-1953,Normal,Male,22,Milk,Groceries,4,3,0.0,Credit Card,4.4,2,12.0,4.0
TXN-10480,2023-07-25 18:00:00,Branch A,New York,CUST-1206,Member,Female,63,Laptop,Electronics,3,800,0.11,Credit Card,4.4,600,2136.0,336.0
TXN-10481,2023-12-03 17:00:00,Branch A,New York,CUST-1244,Normal,Female,30,Organic Apples,Groceries,12,5,0.0,E-Wallet,3.1,3,60.0,24.0
TXN-10482,2023-12-02 09:00:00,Branch C,Chicago,CUST-1530,Normal,Male,23,Coffee Beans,Groceries,13,15,0.0,Credit Card,4.2,8,195.0,91.0
TXN-10483,2023-01-08 20:00:00,Branch B,Los Angeles,CUST-1986,Normal,Male,23,Jacket,Clothing,6,100,0.0,E-Wallet,4.6,40,600.0,360.0
TXN-10484,2023-04-10 16:00:00,Branch A,New York,CUST-1572,Normal,Female,54,T-Shirt,Clothing,5,25,0.0,Cash,4.0,10,125.0,75.0
TXN-10485,2023-02-07 17:00:00,Branch A,New York,CUST-1588,Member,Female,39,Laptop,Electronics,5,800,0.14,E-Wallet,5.0,600,3440.0,440.0
TXN-10486,2023-05-09 20:00:00,Branch A,New York,CUST-1471,Normal,Female,42,Headphones,Electronics,4,100,0.05,E-Wallet,3.9,50,380.0,180.0
TXN-10487,2023-10-28 09:00:00,Branch A,New York,CUST-1225,Normal,Female,25,Plant Pot,Home & Garden,2,15,0.0,E-Wallet,4.6,5,30.0,20.0
TXN-10488,2023-12-13 20:00:00,Branch A,New York,CUST-1852,Normal,Male,38,Sneakers,Clothing,6,80,0.0,Credit Card,3.0,30,480.0,300.0
TXN-10489,2023-05-15 12:00:00,Branch A,New York,CUST-1321,Member,Female,23,Coffee Beans,Groceries,4,15,0.11,Credit Card,3.9,8,53.4,21.4
TXN-10490,2023-07-01 12:00:00,Branch A,New York,CUST-1893,Normal,Female,29,Milk,Groceries,14,3,0.0,Cash,4.5,2,42.0,14.0
